NOV_ISSUED_DATE,NOV_NUMBER,STREET_NO,DIR,STREET_NME,VIOLATION_DESCRIPTION
2/7/2019,P005913404,100,W,LAKE,8-4-081(a)     Public Urination
2/8/2019,P003319501,300,W,79TH ST,8-4-081(a)     Public Urination
2/8/2019,P005597237,100,,UNKNOWN,8-4-081(a)     Public Urination
2/8/2019,P005595606,8400,S,SOUTH CHICAGO,8-4-081(a)     Public Urination
2/8/2019,P005677534,100,W,DIVISION,8-4-081(a)     Public Urination
2/8/2019,P005641320,2700,W,25TH ST,8-4-081(a)     Public Urination
2/8/2019,P005724770,12000,S,MICHIGAN,8-4-081(a)     Public Urination
2/8/2019,P005788303,300,S,DEARBORN,8-4-081(a)     Public Urination
2/8/2019,P005726433,2400,W,103RD ST,8-4-081(a)     Public Urination
2/8/2019,P005703402,6300,W,63RD,8-4-081(a)     Public Urination
2/8/2019,P005788287,1600,W,LAKE,8-4-081(a)     Public Urination
2/8/2019,P005788694,100,W,LAKE ST,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
2/8/2019,P005746820,3200,N,CICERO,8-4-081(a)     Public Urination
2/8/2019,P005918610,10,W,KINZIE,8-4-081(a)     Public Urination
2/8/2019,P005918619,2700,W,63RD ST,8-4-081(a)     Public Urination
2/9/2019,P004191455,7900,S,COTTAGE,8-4-081(a)     Public Urination
2/9/2019,P005160210,13200,S,LANGLEY,8-4-081(a)     Public Urination
2/9/2019,P005197345,4000,W,VAN BUREN,8-4-081(a)     Public Urination
2/9/2019,P005568920,5700,S,STATE ST,8-4-081(a)     Public Urination
2/9/2019,P005558705,3700,W,SUNNYSIDE,8-4-081(a)     Public Urination
2/9/2019,P005471666,3100,W,HARRISON ST,8-4-081(a)     Public Urination
2/9/2019,P005616031,2200,W,MAYPOLE,8-4-081(a)     Public Urination
2/9/2019,P005668784,3400,N,BROADWAY,8-4-081(a)     Public Urination
2/9/2019,P005690560,6200,S,ARTESIAN,8-4-081(a)     Public Urination
2/9/2019,P005689989,7800,S,WESTERN,8-4-081(a)     Public Urination
2/9/2019,P005651521,1100,W,GRANVILLE,8-4-081(a)     Public Urination
2/9/2019,P005726607,9900,S,EMERALD,8-4-081(a)     Public Urination
2/9/2019,P005701541,9800,S,MICHIGAN,8-4-081(a)     Public Urination
2/9/2019,P005610863,200,S,LAVERGNE,8-4-081(a)     Public Urination
2/9/2019,P005744978,1300,S,CANAL,8-4-081(a)     Public Urination
2/9/2019,P005749910,6200,S,WESTERN,8-4-081(a)     Public Urination
2/10/2019,P005484393,2300,S,WHIPPLE,8-4-081(a)     Public Urination
2/10/2019,P005451061,500,S,LOTUS,8-4-081(a)     Public Urination
2/10/2019,P005466531,3900,W,26TH ST,8-4-081(a)     Public Urination
2/10/2019,P005569049,3900,W,CHICAGO,8-4-081(a)     Public Urination
2/10/2019,P005528765,2700,W,AUGUSTA BLVD,8-4-081(a)     Public Urination
2/10/2019,P005686324,2100,E,71ST,8-4-081(a)     Public Urination
2/10/2019,P005685863,1200,E,67TH ST,8-4-081(a)     Public Urination
2/10/2019,P005689990,6300,S,CALIFORNIA,8-4-081(a)     Public Urination
2/10/2019,P005685653,7100,S,STATE ST,8-4-081(a)     Public Urination
2/10/2019,P005724427,200,W,103RD ST,8-4-081(a)     Public Urination
2/10/2019,P005725005,10,E,119TH ST,8-4-081(a)     Public Urination
2/10/2019,P005787463,4300,W,47TH,8-4-081(a)     Public Urination
2/10/2019,P005619391,400,N,STATE,8-4-081(a)     Public Urination
2/10/2019,P005750215,3200,W,63RD ST,8-4-081(a)     Public Urination
2/10/2019,P005913298,100,N,STATE ST,8-4-081(a)     Public Urination
2/10/2019,P005795736,1600,W,HOWARD,8-4-081(a)     Public Urination
2/10/2019,P005922450,11900,S,STEWART,8-4-081(a)     Public Urination
2/11/2019,P005483025,4000,W,115TH ST,8-4-081(a)     Public Urination
2/11/2019,P005451001,1100,N,AUSTON,8-4-081(a)     Public Urination
2/11/2019,P005546093,200,W,73RD ST,8-4-081(a)     Public Urination
2/11/2019,P005547378,7500,S,STEWART ST,8-4-081(a)     Public Urination
2/11/2019,P005686215,7500,S,STONY ISLAND,8-4-081(a)     Public Urination
2/11/2019,P005610525,4800,W,CHICAGO,8-4-081(a)     Public Urination
2/11/2019,P005724428,11900,S,MICHIGAN,8-4-081(a)     Public Urination
2/11/2019,P005917050,4400,N,BROADWAY,8-4-081(a)     Public Urination
2/12/2019,P005788853,300,S,STATE,8-4-081(a)     Public Urination
2/12/2019,P005609948,300,N,CENTRAL,8-4-081(a)     Public Urination
2/12/2019,P005746993,1100,W,VAN BUREN,8-4-081(a)     Public Urination
2/12/2019,P005918749,1200,N,STATE ST,8-4-081(a)     Public Urination
2/13/2019,P005151479,7100,S,MERRIL,8-4-081(a)     Public Urination
2/13/2019,P005499757,800,N,LARAMIE,8-4-081(a)     Public Urination
2/13/2019,P005570012,4600,S,VINCENNES,8-4-081(a)     Public Urination
2/13/2019,P005528141,2200,W,DIVISION ST,8-4-081(a)     Public Urination
2/13/2019,P005569224,4700,S,FORRESTVILLE,8-4-081(a)     Public Urination
2/13/2019,P005788417,7500,N,PAULINA,8-4-081(a)     Public Urination
2/13/2019,P005725248,11100,S,HALSTED,8-4-081(a)     Public Urination
2/13/2019,P005621084,7200,S,SANGAMON,8-4-081(a)     Public Urination
2/13/2019,P005794206,6400,S,KILPATRICK,8-4-081(a)     Public Urination
2/14/2019,P005485890,9700,S,HALSTED,8-4-081(a)     Public Urination
2/14/2019,P005569225,100,N,51ST ST,8-4-081(a)     Public Urination
2/14/2019,P005667661,1000,W,WILSON,8-4-081(a)     Public Urination
2/14/2019,P005667630,1100,W,LAWRENCE,8-4-081(a)     Public Urination
2/14/2019,P005640557,1900,S,LAWNDALE,8-4-081(a)     Public Urination
2/14/2019,P005725033,600,W,79TH ST,8-4-081(a)     Public Urination
2/14/2019,P005623104,9400,S,INDIANA,8-4-081(a)     Public Urination
2/15/2019,P005557646,4900,N,HARDING,8-4-081(a)     Public Urination
2/15/2019,P005679439,10,W,ELM ST,8-4-081(a)     Public Urination
2/15/2019,P005686098,6100,S,UNIVERSITY,8-4-081(a)     Public Urination
2/15/2019,P005725257,700,W,79TH ST,8-4-081(a)     Public Urination
2/16/2019,P005252823,7100,S,STATE ST,8-4-081(a)     Public Urination
2/16/2019,P005501292,500,W,GRAND,8-4-081(a)     Public Urination
2/16/2019,P005504046,2000,S,WESTERN,8-4-081(a)     Public Urination
2/16/2019,P005641517,3300,S,HOMAN,8-4-081(a)     Public Urination
2/16/2019,P005474866,3900,W,MADISON,8-4-081(a)     Public Urination
2/16/2019,P005578607,1500,E,67TH ST,8-4-081(a)     Public Urination
2/16/2019,P005570592,4300,S,LAKE PARK,8-4-081(a)     Public Urination
2/16/2019,P005476132,8200,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/16/2019,P005690025,5100,S,SAWYER,8-4-081(a)     Public Urination
2/16/2019,P005679590,100,W,CHICAGO,8-4-081(a)     Public Urination
2/16/2019,P005642053,1200,S,KEDVALE,8-4-081(a)     Public Urination
2/16/2019,P005787242,6300,S,MAPLEWOOD,8-4-081(a)     Public Urination
2/16/2019,P005787464,3300,W,47TH ST,8-4-081(a)     Public Urination
2/16/2019,P005725258,10,W,111TH ST,8-4-081(a)     Public Urination
2/16/2019,P005725271,11100,S,KING DR,8-4-081(a)     Public Urination
2/16/2019,P005621182,7100,S,HALSTED ST,8-4-081(a)     Public Urination
2/16/2019,P005621183,7100,S,HALSTED ST,8-4-081(a)     Public Urination
2/16/2019,P005615459,1600,S,LEAVITT,8-4-081(a)     Public Urination
2/17/2019,P005487140,3400,N,HALSTED,8-4-081(a)     Public Urination
2/17/2019,P005485611,9000,S,JUSTINE,8-4-081(a)     Public Urination
2/17/2019,P005511989,4800,W,63RD ST,8-4-081(a)     Public Urination
2/17/2019,P005474867,1000,N,MONTICELLO,8-4-081(a)     Public Urination
2/17/2019,P005615719,1600,W,CERMAK,8-4-081(a)     Public Urination
2/17/2019,P005641274,3700,W,26TH ST,8-4-081(a)     Public Urination
2/17/2019,P005726756,10500,S,VINCENNES,8-4-081(a)     Public Urination
2/17/2019,P005731692,400,S,PULASKI,8-4-081(a)     Public Urination
2/17/2019,P005731694,4000,W,VAN BUREN,8-4-081(a)     Public Urination
2/17/2019,P005610581,300,N,LARAMIE,8-4-081(a)     Public Urination
2/17/2019,P005620530,6900,S,HALSTED ST,8-4-081(a)     Public Urination
2/17/2019,P005912761,200,N,COLUMBUS,8-4-081(a)     Public Urination
2/18/2019,P004966641,100,W,DIVERSEY PK,8-4-081(a)     Public Urination
2/18/2019,P005040361,3600,W,CHICAGO,8-4-081(a)     Public Urination
2/18/2019,P005686439,800,E,71ST,8-4-081(a)     Public Urination
2/18/2019,P005651093,7600,N,PAULINA ST,8-4-081(a)     Public Urination
2/18/2019,P005651094,7500,N,PAULINA ST,8-4-081(a)     Public Urination
2/18/2019,P005642303,2300,S,WHIPPLE,8-4-081(a)     Public Urination
2/18/2019,P005725251,11100,S,MICHIGAN,8-4-081(a)     Public Urination
2/18/2019,P005619392,100,W,CERMAK,8-4-081(a)     Public Urination
2/18/2019,P005610017,100,S,CICERO AVE,8-4-081(a)     Public Urination
2/19/2019,P005460239,300,N,PARKSIDE,8-4-081(a)     Public Urination
2/19/2019,P005528326,1200,S,UNION,8-4-081(a)     Public Urination
2/19/2019,P005688041,2400,E,78TH ST,8-4-081(a)     Public Urination
2/19/2019,P005690440,2400,W,LITHUANIAN CT,8-4-081(a)     Public Urination
2/19/2019,P005642271,3500,W,26TH ST,8-4-081(a)     Public Urination
2/19/2019,P005788293,10,E,ROOSEVELT,8-4-081(a)     Public Urination
2/19/2019,P005788099,200,S,STATE ST,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
2/19/2019,P005787630,7400,S,WESTERN,8-4-081(a)     Public Urination
2/19/2019,P005615418,10,N,WESTERN,8-4-081(a)     Public Urination
2/19/2019,P005788698,200,S,DEARBORN,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
2/19/2019,P005788858,100,S,STATE,8-4-081(a)     Public Urination
2/19/2019,P005800446,300,E,63RD ST,8-4-081(a)     Public Urination
2/20/2019,P005570460,5000,S,MICHIGAN,8-4-081(a)     Public Urination
2/20/2019,P005592239,10300,S,WENTWORTH,8-4-081(a)     Public Urination
2/20/2019,P005642412,3900,W,ROOSEVELT,8-4-081(a)     Public Urination
2/20/2019,P005641821,2300,S,ALBANY,8-4-081(a)     Public Urination
2/20/2019,P005787991,2300,W,68TH ST,8-4-081(a)     Public Urination
2/20/2019,P005620757,1000,W,63RD ST,8-4-081(a)     Public Urination
2/20/2019,P005615010,600,S,CLARK ST,8-4-081(a)     Public Urination
2/20/2019,P005609949,300,N,CENTRAL,8-4-081(a)     Public Urination
2/20/2019,P005918750,3900,W,16TH ST,8-4-081(a)     Public Urination
2/21/2019,P005570939,100,E,51ST ST,8-4-081(a)     Public Urination
2/21/2019,P005544445,5800,S,RACINE,8-4-081(a)     Public Urination
2/21/2019,P005787992,2400,W,71ST,8-4-081(a)     Public Urination
2/21/2019,P005787993,6200,S,WESTERN,8-4-081(a)     Public Urination
2/21/2019,P005724751,11400,S,MICHIGAN ST,8-4-081(a)     Public Urination
2/21/2019,P005620897,5400,S,DAMEN,8-4-081(a)     Public Urination
2/21/2019,P005757722,300,S,STATE ST,8-4-081(a)     Public Urination
2/21/2019,P005914072,10,S,WABASH,8-4-081(a)     Public Urination
2/22/2019,P003319489,200,W,87TH ST,8-4-081(a)     Public Urination
2/22/2019,P003319436,7900,S,LAFAYETTE,8-4-081(a)     Public Urination
2/22/2019,P005463573,10,N,LARAMIE,8-4-081(a)     Public Urination
2/22/2019,P005408994,500,E,47TH ST,8-4-081(a)     Public Urination
2/22/2019,P005550478,1200,S,SPRINGFIELD,8-4-081(a)     Public Urination
2/22/2019,P005575392,7600,N,PAULINA,8-4-081(a)     Public Urination
2/22/2019,P005718756,3500,W,MCLEAN,8-4-081(a)     Public Urination
2/22/2019,P005725051,6000,S,HALSTED,8-4-081(a)     Public Urination
2/22/2019,P005712247,10,E,RANDOLPH,8-4-081(a)     Public Urination
2/22/2019,P005912675,500,S,PULASKI,8-4-081(a)     Public Urination
2/23/2019,P005481221,7600,S,HALSTED,8-4-081(a)     Public Urination
2/23/2019,P005447716,8700,W,FOSTER,8-4-081(a)     Public Urination
2/23/2019,P005670608,100,N,STATE,8-4-081(a)     Public Urination
2/23/2019,P005726505,800,W,87TH ST,8-4-081(a)     Public Urination
2/23/2019,P005785416,1500,N,MILWAUKEE,8-4-081(a)     Public Urination
2/23/2019,P005914373,1100,S,STATE ST,8-4-081(a)     Public Urination
2/23/2019,P005912739,1100,S,STATE,8-4-081(a)     Public Urination
2/24/2019,P005113548,4500,W,FIFTH,8-4-081(a)     Public Urination
2/24/2019,P005464551,5600,W,CORCORAN,8-4-081(a)     Public Urination
2/24/2019,P005528327,1300,W,18TH ST,8-4-081(a)     Public Urination
2/24/2019,P005641426,3000,W,ROOSEVELT RD,8-4-081(a)     Public Urination
2/24/2019,P005620898,6200,S,ASHLAND,8-4-081(a)     Public Urination
2/24/2019,P005620759,6200,S,JUSTINE,8-4-081(a)     Public Urination
2/24/2019,P005915082,3700,N,CICERO,8-4-081(a)     Public Urination
2/24/2019,P005922967,500,E,111TH ST,8-4-081(a)     Public Urination
2/25/2019,P005567427,100,E,51 ST,8-4-081(a)     Public Urination
2/25/2019,P005524698,1000,W,18TH ST,8-4-081(a)     Public Urination
2/25/2019,P005527393,10700,S,PULASKI RD,8-4-081(a)     Public Urination
2/25/2019,P005633296,700,E,79TH ST,8-4-081(a)     Public Urination
2/25/2019,P005537364,4800,W,IRVING PARK,8-4-081(a)     Public Urination
2/25/2019,P005633750,9800,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/25/2019,P005636804,7400,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/25/2019,P005602455,6600,S,WESTERN,8-4-081(a)     Public Urination
2/25/2019,P005703657,6300,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/25/2019,P005725052,6600,S,ASHLAND,8-4-081(a)     Public Urination
2/25/2019,P005725091,8000,S,EBERHART,8-4-081(a)     Public Urination
2/25/2019,P005705260,300,S,KARLOV,8-4-081(a)     Public Urination
2/25/2019,P005913181,100,S,WABASH,8-4-081(a)     Public Urination
2/25/2019,P005914119,10,E,ADAMS,8-4-081(a)     Public Urination
2/25/2019,P005922968,11100,S,MICHIGAN,8-4-081(a)     Public Urination
2/26/2019,P004973780,5400,S,HALSTED ST,8-4-081(a)     Public Urination
2/26/2019,P005331730,2300,N,CENTRAL PK,8-4-081(a)     Public Urination
2/26/2019,P005202181,1000,N,MONTICELLO,8-4-081(a)     Public Urination
2/26/2019,P005641428,3900,W,13TH ST,8-4-081(a)     Public Urination
2/26/2019,P005643273,3200,W,CERMAK,8-4-081(a)     Public Urination
2/26/2019,P005652450,3700,W,CHICAGO,8-4-081(a)     Public Urination
2/26/2019,P005636999,7900,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/26/2019,P005724972,7900,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/26/2019,P005922431,11100,S,MICHIGAN,8-4-081(a)     Public Urination
2/27/2019,P005448122,5100,W,DAKIN ST,8-4-081(a)     Public Urination
2/27/2019,P005601089,300,W,HURON,8-4-081(a)     Public Urination
2/27/2019,P005570741,100,E,51ST ST,8-4-081(a)     Public Urination
2/27/2019,P005651524,1600,W,HOWARD,8-4-081(a)     Public Urination
2/27/2019,P005725009,11400,S,HALSTED,8-4-081(a)     Public Urination
2/27/2019,P005701632,200,E,103RD ST,8-4-081(a)     Public Urination
2/27/2019,P005794119,5700,S,KEDZIE,8-4-081(a)     Public Urination
2/28/2019,P005577692,400,W,61ST PL,8-4-081(a)     Public Urination
2/28/2019,P005641858,2100,S,KEDZIE,8-4-081(a)     Public Urination
2/28/2019,P005724603,100,E,103RD ST,8-4-081(a)     Public Urination
2/28/2019,P005725273,800,E,79TH,8-4-081(a)     Public Urination
2/28/2019,P005724880,7900,S,COTTAGE GROVE,8-4-081(a)     Public Urination
2/28/2019,P005610018,300,S,CICERO,8-4-081(a)     Public Urination
2/28/2019,P005794261,3200,W,55TH ST,8-4-081(a)     Public Urination
2/28/2019,P005922969,11900,S,MICHIGAN,8-4-081(a)     Public Urination
2/28/2019,P005917114,4400,N,WESTERN,8-4-081(a)     Public Urination
3/1/2019,P005157229,1300,S,ALBANY,8-4-081(a)     Public Urination
3/1/2019,P005485082,10300,S,WESTERN,8-4-081(a)     Public Urination
3/1/2019,P005483195,300,N,WACKER DR,8-4-081(a)     Public Urination
3/1/2019,P005463574,400,S,LARAMIE,8-4-081(a)     Public Urination
3/1/2019,P005469247,3000,W,FIFTH,8-4-081(a)     Public Urination
3/1/2019,P005523250,4600,W,59TH ST,8-4-081(a)     Public Urination
3/1/2019,P005542626,10,W,119TH ST,8-4-081(a)     Public Urination
3/1/2019,P005473757,200,N,PULASKI,8-4-081(a)     Public Urination
3/1/2019,P005616109,200,N,UNION,8-4-081(a)     Public Urination
3/1/2019,P005602456,8200,S,PULASKI,8-4-081(a)     Public Urination
3/1/2019,P005667666,3700,N,LAKE SHORE,8-4-081(a)     Public Urination
3/1/2019,P005610517,5500,W,QUINCY,8-4-081(a)     Public Urination
3/1/2019,P005652096,4000,W,NORTH,8-4-081(a)     Public Urination
3/1/2019,P005633557,7900,S,COTTAGE GROVE,8-4-081(a)     Public Urination
3/1/2019,P005725055,700,W,74TH ST,8-4-081(a)     Public Urination
3/1/2019,P005751390,7900,S,JEFFERY,8-4-081(a)     Public Urination
3/1/2019,P005919252,100,,UNKNOWN,8-4-081(a)     Public Urination
3/2/2019,P003319104,10200,S,VERNON,8-4-081(a)     Public Urination
3/2/2019,P005322303,10500,S,VERNON,8-4-081(a)     Public Urination
3/2/2019,P005479257,10,N,KEELER,8-4-081(a)     Public Urination
3/2/2019,P005556871,3900,W,MONTROSE,8-4-081(a)     Public Urination
3/2/2019,P005474083,4100,W,MADISON,8-4-081(a)     Public Urination
3/2/2019,P005570941,700,E,43RD ST,8-4-081(a)     Public Urination
3/2/2019,P005689767,8000,S,ESCANABA,8-4-081(a)     Public Urination
3/2/2019,P005678906,300,W,DIVISION,8-4-081(a)     Public Urination
3/2/2019,P005615963,1400,W,CHICAGO,8-4-081(a)     Public Urination
3/2/2019,P005642505,3900,W,ROOSEVELT RD,8-4-081(a)     Public Urination
3/2/2019,P005788058,10,W,95TH ST,8-4-081(a)     Public Urination
3/2/2019,P005731813,1100,S,CALIFORNIA,8-4-081(a)     Public Urination
3/2/2019,P005613751,100,E,MONROE ST,8-4-081(a)     Public Urination
3/2/2019,P005793906,7100,S,WESTERN,8-4-081(a)     Public Urination
3/2/2019,P005916839,3300,N,HALSTED ST,8-4-081(a)     Public Urination
3/2/2019,P005913301,200,S,STATE ST,8-4-081(a)     Public Urination
3/2/2019,P005918854,100,N,STATE,8-4-081(a)     Public Urination
3/3/2019,P005490641,1000,W,BELMONT,8-4-081(a)     Public Urination
3/3/2019,P005641432,1600,S,HOMAN,8-4-081(a)     Public Urination
3/3/2019,P005641518,4400,W,14TH,8-4-081(a)     Public Urination
3/3/2019,P005678592,2200,S,WABASH,8-4-081(a)     Public Urination
3/3/2019,P005690348,6900,S,WESTERN,8-4-081(a)     Public Urination
3/3/2019,P005643214,1400,S,PULASKI,8-4-081(a)     Public Urination
3/3/2019,P005724495,7900,S,ASHLAND AVE,8-4-081(a)     Public Urination
3/3/2019,P005787343,6200,S,KEDZIE,8-4-081(a)     Public Urination
3/3/2019,P005620761,1000,W,63RD ST,8-4-081(a)     Public Urination
3/3/2019,P005908918,1100,W,EDDY,8-4-081(a)     Public Urination
3/3/2019,P005914656,200,N,PULASKI,8-4-081(a)     Public Urination
3/3/2019,P005914658,3800,W,MADISON,8-4-081(a)     Public Urination
3/3/2019,P005803852,1100,S,STATE ST,8-4-081(a)     Public Urination
3/3/2019,P005803900,100,W,LAKE,"10-8-526/016-110-1.17  Urinating, Defecating or Causing the"
3/4/2019,P005362586,8700,S,GREEN,8-4-081(a)     Public Urination
3/4/2019,P005464552,5500,W,FULTON,8-4-081(a)     Public Urination
3/4/2019,P005596767,10200,S,DOTY RD,8-4-081(a)     Public Urination
3/4/2019,P005682813,6700,S,COTTAGE GR,8-4-081(a)     Public Urination
3/4/2019,P005787248,6700,S,WHIPPLE,8-4-081(a)     Public Urination
3/4/2019,P005788494,1100,S,STATE,8-4-081(a)     Public Urination
3/4/2019,P005788064,100,N,STATE ST,8-4-081(a)     Public Urination
3/4/2019,P005726553,9200,S,JUSTINE,8-4-081(a)     Public Urination
3/4/2019,P005609950,5600,W,CORCORAN,8-4-081(a)     Public Urination
3/4/2019,P005710826,4800,W,ADAMS,8-4-081(a)     Public Urination
3/4/2019,P005703959,6300,S,COTTAGE GROVE,8-4-081(a)     Public Urination
3/4/2019,P005913144,2300,S,MICHIGAN,8-4-081(a)     Public Urination
3/4/2019,P005794120,5700,S,KEDZIE,8-4-081(a)     Public Urination
3/4/2019,P005794286,6800,S,WESTERN,8-4-081(a)     Public Urination
3/5/2019,P005567523,100,E,51ST ST,8-4-081(a)     Public Urination
3/5/2019,P005562758,1600,W,LAKE ST,8-4-081(a)     Public Urination
3/5/2019,P005681757,100,N,KEDZIE ST,8-4-081(a)     Public Urination
3/5/2019,P005616088,100,N,CAMPBELL,8-4-081(a)     Public Urination
3/5/2019,P005690563,6700,S,PULASKI,8-4-081(a)     Public Urination
3/5/2019,P005642581,1500,S,KENNETH,8-4-081(a)     Public Urination
3/5/2019,P005726746,8700,S,GREEN,8-4-081(a)     Public Urination
3/5/2019,P005788495,1100,S,STATE,8-4-081(a)     Public Urination
3/5/2019,P005793908,6600,S,WESTERN,8-4-081(a)     Public Urination
3/5/2019,P005803853,10,E,ROOSEVELT,8-4-081(a)     Public Urination
3/5/2019,P005800476,2000,E,71ST ST,8-4-081(a)     Public Urination
3/5/2019,P005922433,11100,S,WABASH,8-4-081(a)     Public Urination
3/6/2019,P004992762,1400,N,SPRINGFIELD ST,8-4-081(a)     Public Urination
3/6/2019,P005492279,2700,N,LARAMIE,8-4-081(a)     Public Urination
3/6/2019,P005492280,2700,N,LARAMIE,8-4-081(a)     Public Urination
3/6/2019,P005494097,4900,W,NORTH AV,8-4-081(a)     Public Urination
